03/07/2021 08:20:53 AM Temp: 72.3 F / 22.4 C    Humidity: 48.0% 
03/15/2021 11:52:01 AM Temp: 70.3 F / 21.3 C    Humidity: 34.9% 
03/15/2021 11:53:01 AM Temp: 70.3 F / 21.3 C    Humidity: 34.7% 
03/15/2021 11:54:01 AM Temp: 70.3 F / 21.3 C    Humidity: 34.7% 
03/15/2021 11:55:01 AM Temp: 70.3 F / 21.3 C    Humidity: 34.8% 
03/15/2021 11:56:01 AM Temp: 70.3 F / 21.3 C    Humidity: 34.6% 
03/15/2021 11:57:01 AM Temp: 70.3 F / 21.3 C    Humidity: 34.6% 
03/15/2021 11:58:01 AM Temp: 70.3 F / 21.3 C    Humidity: 34.8% 
03/15/2021 11:59:01 AM Temp: 70.3 F / 21.3 C    Humidity: 34.7% 
03/15/2021 12:00:01 PM Temp: 70.3 F / 21.3 C    Humidity: 34.6% 
03/15/2021 12:01:01 PM Temp: 70.3 F / 21.3 C    Humidity: 34.4% 
03/15/2021 12:02:01 PM Temp: 70.5 F / 21.4 C    Humidity: 34.7% 
03/15/2021 12:03:01 PM Temp: 70.3 F / 21.3 C    Humidity: 34.8% 
03/15/2021 12:04:01 PM Temp: 70.3 F / 21.3 C    Humidity: 34.6% 
03/15/2021 12:05:01 PM Temp: 70.5 F / 21.4 C    Humidity: 34.7% 
03/15/2021 12:06:01 PM Temp: 70.5 F / 21.4 C    Humidity: 34.8% 
03/15/2021 12:07:01 PM Temp: 70.5 F / 21.4 C    Humidity: 34.6% 
03/15/2021 12:08:02 PM Temp: 70.5 F / 21.4 C    Humidity: 34.5% 
03/15/2021 12:09:02 PM Temp: 70.5 F / 21.4 C    Humidity: 34.6% 
03/15/2021 12:10:02 PM Temp: 70.5 F / 21.4 C    Humidity: 34.4% 
03/15/2021 12:11:02 PM Temp: 70.5 F / 21.4 C    Humidity: 34.4% 
03/15/2021 12:12:02 PM Temp: 70.5 F / 21.4 C    Humidity: 34.6% 
03/15/2021 12:13:02 PM Temp: 70.5 F / 21.4 C    Humidity: 34.7% 
03/15/2021 12:14:02 PM Temp: 70.5 F / 21.4 C    Humidity: 34.6% 
03/15/2021 12:15:02 PM Temp: 70.5 F / 21.4 C    Humidity: 34.5% 
03/15/2021 12:16:02 PM Temp: 70.5 F / 21.4 C    Humidity: 34.2% 
03/15/2021 12:17:02 PM Temp: 70.5 F / 21.4 C    Humidity: 34.4% 
03/15/2021 12:18:02 PM Temp: 70.5 F / 21.4 C    Humidity: 34.5% 
03/15/2021 12:19:02 PM Temp: 70.5 F / 21.4 C    Humidity: 34.4% 
03/15/2021 12:20:02 PM Temp: 70.5 F / 21.4 C    Humidity: 34.2% 
03/15/2021 12:21:02 PM Temp: 70.5 F / 21.4 C    Humidity: 34.4% 
03/15/2021 12:22:01 PM Temp: 70.5 F / 21.4 C    Humidity: 34.1% 
03/15/2021 12:23:01 PM Temp: 70.5 F / 21.4 C    Humidity: 34.3% 
03/15/2021 12:24:01 PM Temp: 70.5 F / 21.4 C    Humidity: 34.1% 
03/15/2021 12:25:01 PM Temp: 70.5 F / 21.4 C    Humidity: 34.2% 
03/15/2021 12:26:01 PM Temp: 70.5 F / 21.4 C    Humidity: 34.3% 
03/15/2021 12:27:01 PM Temp: 70.5 F / 21.4 C    Humidity: 34.0% 
03/15/2021 12:28:01 PM Temp: 70.5 F / 21.4 C    Humidity: 34.2% 
03/15/2021 12:29:01 PM Temp: 70.5 F / 21.4 C    Humidity: 34.3% 
03/15/2021 12:30:01 PM Temp: 70.5 F / 21.4 C    Humidity: 34.3% 
03/15/2021 12:31:01 PM Temp: 70.5 F / 21.4 C    Humidity: 34.4% 
03/15/2021 12:32:01 PM Temp: 70.7 F / 21.5 C    Humidity: 34.4% 
03/15/2021 12:33:01 PM Temp: 70.5 F / 21.4 C    Humidity: 34.3% 
03/15/2021 12:34:01 PM Temp: 70.7 F / 21.5 C    Humidity: 34.4% 
03/15/2021 12:35:01 PM Temp: 70.7 F / 21.5 C    Humidity: 34.1% 
03/15/2021 12:36:01 PM Temp: 70.7 F / 21.5 C    Humidity: 34.1% 
03/15/2021 12:37:01 PM Temp: 70.7 F / 21.5 C    Humidity: 33.9% 
03/15/2021 12:38:01 PM Temp: 70.7 F / 21.5 C    Humidity: 34.1% 
03/15/2021 12:39:01 PM Temp: 70.7 F / 21.5 C    Humidity: 34.1% 
03/15/2021 12:40:02 PM Temp: 70.7 F / 21.5 C    Humidity: 34.0% 
03/15/2021 12:41:02 PM Temp: 70.7 F / 21.5 C    Humidity: 34.1% 
03/15/2021 12:42:02 PM Temp: 70.7 F / 21.5 C    Humidity: 34.3% 
03/15/2021 12:43:02 PM Temp: 70.7 F / 21.5 C    Humidity: 34.3% 
03/15/2021 12:44:02 PM Temp: 70.7 F / 21.5 C    Humidity: 34.3% 
03/15/2021 12:45:02 PM Temp: 70.7 F / 21.5 C    Humidity: 34.2% 
03/15/2021 12:46:02 PM Temp: 70.7 F / 21.5 C    Humidity: 34.0% 
03/15/2021 12:47:02 PM Temp: 70.7 F / 21.5 C    Humidity: 33.9% 
03/15/2021 12:48:02 PM Temp: 70.9 F / 21.6 C    Humidity: 33.8% 
03/15/2021 12:49:02 PM Temp: 70.7 F / 21.5 C    Humidity: 33.7% 
03/15/2021 12:50:02 PM Temp: 70.9 F / 21.6 C    Humidity: 33.7% 
03/15/2021 12:51:02 PM Temp: 70.9 F / 21.6 C    Humidity: 33.7% 
03/15/2021 12:52:02 PM Temp: 70.9 F / 21.6 C    Humidity: 33.7% 
03/15/2021 12:53:02 PM Temp: 70.9 F / 21.6 C    Humidity: 33.5% 
03/15/2021 12:54:01 PM Temp: 70.9 F / 21.6 C    Humidity: 33.6% 
03/15/2021 12:55:01 PM Temp: 70.9 F / 21.6 C    Humidity: 33.5% 
03/15/2021 12:56:01 PM Temp: 70.9 F / 21.6 C    Humidity: 33.4% 
03/15/2021 12:57:01 PM Temp: 70.9 F / 21.6 C    Humidity: 33.3% 
03/15/2021 12:58:01 PM Temp: 70.9 F / 21.6 C    Humidity: 33.3% 
03/15/2021 12:59:01 PM Temp: 70.9 F / 21.6 C    Humidity: 33.3% 
03/15/2021 01:00:01 PM Temp: 71.1 F / 21.7 C    Humidity: 33.2% 
03/15/2021 01:01:01 PM Temp: 71.1 F / 21.7 C    Humidity: 33.3% 
03/15/2021 01:02:01 PM Temp: 71.1 F / 21.7 C    Humidity: 33.1% 
03/15/2021 01:03:01 PM Temp: 71.1 F / 21.7 C    Humidity: 33.2% 
03/15/2021 01:04:01 PM Temp: 71.1 F / 21.7 C    Humidity: 33.3% 
03/15/2021 01:05:01 PM Temp: 71.1 F / 21.7 C    Humidity: 33.1% 
03/15/2021 01:06:01 PM Temp: 71.1 F / 21.7 C    Humidity: 33.4% 
03/15/2021 01:07:01 PM Temp: 71.1 F / 21.7 C    Humidity: 33.6% 
03/15/2021 01:08:01 PM Temp: 71.1 F / 21.7 C    Humidity: 33.5% 
03/15/2021 01:09:01 PM Temp: 71.1 F / 21.7 C    Humidity: 33.6% 
03/15/2021 01:10:01 PM Temp: 71.1 F / 21.7 C    Humidity: 33.6% 
03/15/2021 01:11:01 PM Temp: 71.1 F / 21.7 C    Humidity: 33.3% 
03/15/2021 01:12:02 PM Temp: 71.1 F / 21.7 C    Humidity: 33.4% 
03/15/2021 01:13:02 PM Temp: 71.1 F / 21.7 C    Humidity: 33.4% 
03/15/2021 01:14:02 PM Temp: 71.1 F / 21.7 C    Humidity: 33.4% 
03/15/2021 01:15:02 PM Temp: 71.1 F / 21.7 C    Humidity: 33.4% 
03/15/2021 01:16:02 PM Temp: 71.1 F / 21.7 C    Humidity: 33.4% 
03/15/2021 01:17:02 PM Temp: 71.1 F / 21.7 C    Humidity: 33.4% 
03/15/2021 01:18:02 PM Temp: 71.1 F / 21.7 C    Humidity: 33.4% 
03/15/2021 01:19:02 PM Temp: 71.1 F / 21.7 C    Humidity: 33.3% 
03/15/2021 01:20:02 PM Temp: 71.1 F / 21.7 C    Humidity: 33.4% 
03/15/2021 01:21:02 PM Temp: 71.1 F / 21.7 C    Humidity: 33.3% 
03/15/2021 01:22:02 PM Temp: 71.1 F / 21.7 C    Humidity: 33.2% 
03/15/2021 01:23:02 PM Temp: 71.1 F / 21.7 C    Humidity: 33.2% 
03/15/2021 01:24:02 PM Temp: 71.1 F / 21.7 C    Humidity: 33.3% 
03/15/2021 01:25:02 PM Temp: 71.1 F / 21.7 C    Humidity: 33.4% 
03/15/2021 01:26:01 PM Temp: 71.1 F / 21.7 C    Humidity: 33.5% 
03/15/2021 01:27:01 PM Temp: 71.1 F / 21.7 C    Humidity: 33.5% 
03/15/2021 01:28:01 PM Temp: 71.1 F / 21.7 C    Humidity: 33.4% 
03/15/2021 01:29:01 PM Temp: 71.2 F / 21.8 C    Humidity: 33.4% 
03/15/2021 01:30:01 PM Temp: 71.1 F / 21.7 C    Humidity: 33.4% 
03/15/2021 01:31:01 PM Temp: 71.1 F / 21.7 C    Humidity: 33.5% 
03/15/2021 01:32:01 PM Temp: 71.1 F / 21.7 C    Humidity: 33.6% 
03/15/2021 01:33:01 PM Temp: 71.1 F / 21.7 C    Humidity: 33.4% 
03/15/2021 01:34:01 PM Temp: 71.2 F / 21.8 C    Humidity: 33.4% 
03/15/2021 01:35:01 PM Temp: 71.2 F / 21.8 C    Humidity: 33.4% 
03/15/2021 01:36:01 PM Temp: 71.2 F / 21.8 C    Humidity: 33.4% 
03/15/2021 01:37:01 PM Temp: 71.2 F / 21.8 C    Humidity: 33.4% 
03/15/2021 01:38:01 PM Temp: 71.1 F / 21.7 C    Humidity: 33.2% 
03/15/2021 01:39:01 PM Temp: 71.2 F / 21.8 C    Humidity: 33.3% 
03/15/2021 01:40:01 PM Temp: 71.2 F / 21.8 C    Humidity: 33.4% 
03/15/2021 01:41:01 PM Temp: 71.2 F / 21.8 C    Humidity: 33.3% 
03/15/2021 01:42:01 PM Temp: 71.2 F / 21.8 C    Humidity: 33.3% 
03/15/2021 01:43:01 PM Temp: 71.2 F / 21.8 C    Humidity: 33.2% 
03/15/2021 01:44:02 PM Temp: 71.2 F / 21.8 C    Humidity: 33.2% 
03/15/2021 01:45:02 PM Temp: 71.2 F / 21.8 C    Humidity: 33.3% 
03/15/2021 01:46:02 PM Temp: 71.2 F / 21.8 C    Humidity: 33.2% 
03/15/2021 01:47:02 PM Temp: 71.2 F / 21.8 C    Humidity: 33.2% 
03/15/2021 01:48:02 PM Temp: 71.2 F / 21.8 C    Humidity: 33.2% 
03/15/2021 01:49:02 PM Temp: 71.2 F / 21.8 C    Humidity: 33.2% 
03/15/2021 01:50:02 PM Temp: 71.2 F / 21.8 C    Humidity: 33.2% 
03/15/2021 01:51:02 PM Temp: 71.2 F / 21.8 C    Humidity: 33.2% 
03/15/2021 01:52:02 PM Temp: 71.2 F / 21.8 C    Humidity: 33.2% 
03/15/2021 01:53:02 PM Temp: 71.2 F / 21.8 C    Humidity: 33.3% 
03/15/2021 01:54:02 PM Temp: 71.2 F / 21.8 C    Humidity: 33.3% 
03/15/2021 01:55:02 PM Temp: 71.2 F / 21.8 C    Humidity: 33.3% 
03/15/2021 01:56:02 PM Temp: 71.2 F / 21.8 C    Humidity: 33.3% 
03/15/2021 01:57:02 PM Temp: 71.2 F / 21.8 C    Humidity: 33.3% 
03/15/2021 01:58:02 PM Temp: 71.2 F / 21.8 C    Humidity: 33.2% 
03/15/2021 01:59:02 PM Temp: 71.2 F / 21.8 C    Humidity: 33.3% 
03/15/2021 02:00:01 PM Temp: 71.2 F / 21.8 C    Humidity: 33.3% 
03/15/2021 02:01:01 PM Temp: 71.2 F / 21.8 C    Humidity: 33.4% 
03/15/2021 02:02:01 PM Temp: 71.2 F / 21.8 C    Humidity: 33.2% 
03/15/2021 02:03:01 PM Temp: 71.2 F / 21.8 C    Humidity: 33.2% 
03/15/2021 02:04:01 PM Temp: 71.2 F / 21.8 C    Humidity: 33.1% 
03/15/2021 02:05:01 PM Temp: 71.2 F / 21.8 C    Humidity: 33.1% 
03/15/2021 02:06:01 PM Temp: 71.2 F / 21.8 C    Humidity: 33.2% 
03/15/2021 02:07:01 PM Temp: 71.2 F / 21.8 C    Humidity: 33.2% 
03/15/2021 02:08:01 PM Temp: 71.2 F / 21.8 C    Humidity: 33.1% 
03/15/2021 02:09:01 PM Temp: 71.4 F / 21.9 C    Humidity: 33.2% 
03/15/2021 02:10:01 PM Temp: 71.2 F / 21.8 C    Humidity: 33.1% 
03/15/2021 02:11:01 PM Temp: 71.2 F / 21.8 C    Humidity: 33.1% 
03/15/2021 02:12:01 PM Temp: 71.4 F / 21.9 C    Humidity: 33.2% 
03/15/2021 02:13:01 PM Temp: 71.4 F / 21.9 C    Humidity: 33.1% 
03/15/2021 02:14:01 PM Temp: 71.4 F / 21.9 C    Humidity: 33.0% 
03/15/2021 02:15:01 PM Temp: 71.4 F / 21.9 C    Humidity: 33.0% 
03/15/2021 02:16:01 PM Temp: 71.4 F / 21.9 C    Humidity: 33.1% 
03/15/2021 02:17:01 PM Temp: 71.4 F / 21.9 C    Humidity: 33.0% 
03/15/2021 02:18:02 PM Temp: 71.4 F / 21.9 C    Humidity: 33.1% 
03/15/2021 02:19:02 PM Temp: 71.4 F / 21.9 C    Humidity: 33.0% 
03/15/2021 02:20:02 PM Temp: 71.4 F / 21.9 C    Humidity: 32.9% 
03/15/2021 02:21:02 PM Temp: 71.4 F / 21.9 C    Humidity: 32.8% 
03/15/2021 02:22:02 PM Temp: 71.6 F / 22.0 C    Humidity: 32.8% 
03/15/2021 02:23:02 PM Temp: 71.6 F / 22.0 C    Humidity: 32.8% 
03/15/2021 02:24:02 PM Temp: 71.6 F / 22.0 C    Humidity: 32.8% 
03/15/2021 02:25:02 PM Temp: 71.6 F / 22.0 C    Humidity: 32.6% 
03/15/2021 02:26:02 PM Temp: 71.6 F / 22.0 C    Humidity: 32.6% 
03/15/2021 02:27:02 PM Temp: 71.6 F / 22.0 C    Humidity: 32.5% 
03/15/2021 02:28:02 PM Temp: 71.6 F / 22.0 C    Humidity: 32.5% 
03/15/2021 02:29:02 PM Temp: 71.6 F / 22.0 C    Humidity: 32.3% 
03/15/2021 02:30:02 PM Temp: 71.8 F / 22.1 C    Humidity: 32.5% 
03/15/2021 02:31:02 PM Temp: 71.8 F / 22.1 C    Humidity: 32.6% 
03/15/2021 02:32:01 PM Temp: 71.6 F / 22.0 C    Humidity: 32.9% 
03/15/2021 02:33:01 PM Temp: 71.6 F / 22.0 C    Humidity: 33.0% 
03/15/2021 02:34:01 PM Temp: 71.6 F / 22.0 C    Humidity: 33.2% 
03/15/2021 02:35:01 PM Temp: 71.6 F / 22.0 C    Humidity: 33.4% 
03/15/2021 02:36:01 PM Temp: 71.6 F / 22.0 C    Humidity: 33.2% 
03/15/2021 02:37:01 PM Temp: 71.6 F / 22.0 C    Humidity: 33.1% 
03/15/2021 02:38:01 PM Temp: 71.6 F / 22.0 C    Humidity: 33.0% 
03/15/2021 02:39:01 PM Temp: 71.6 F / 22.0 C    Humidity: 33.0% 
03/15/2021 02:40:01 PM Temp: 71.6 F / 22.0 C    Humidity: 33.0% 
03/15/2021 02:41:01 PM Temp: 71.6 F / 22.0 C    Humidity: 32.9% 
03/15/2021 02:42:01 PM Temp: 71.6 F / 22.0 C    Humidity: 32.9% 
03/15/2021 02:43:01 PM Temp: 71.6 F / 22.0 C    Humidity: 33.0% 
03/15/2021 02:44:01 PM Temp: 71.6 F / 22.0 C    Humidity: 33.0% 
03/15/2021 02:45:01 PM Temp: 71.6 F / 22.0 C    Humidity: 33.0% 
03/15/2021 02:46:01 PM Temp: 71.6 F / 22.0 C    Humidity: 32.9% 
03/15/2021 02:47:01 PM Temp: 71.6 F / 22.0 C    Humidity: 33.0% 
03/15/2021 02:48:01 PM Temp: 71.6 F / 22.0 C    Humidity: 33.1% 
03/15/2021 02:49:01 PM Temp: 71.6 F / 22.0 C    Humidity: 33.0% 
03/15/2021 02:50:01 PM Temp: 71.6 F / 22.0 C    Humidity: 33.0% 
03/15/2021 02:51:02 PM Temp: 71.6 F / 22.0 C    Humidity: 33.0% 
03/15/2021 02:52:02 PM Temp: 71.6 F / 22.0 C    Humidity: 33.0% 
03/15/2021 02:53:02 PM Temp: 71.6 F / 22.0 C    Humidity: 33.0% 
03/15/2021 02:54:02 PM Temp: 71.6 F / 22.0 C    Humidity: 33.0% 
03/15/2021 02:55:02 PM Temp: 71.6 F / 22.0 C    Humidity: 33.0% 
03/15/2021 02:56:02 PM Temp: 71.8 F / 22.1 C    Humidity: 33.1% 
03/15/2021 02:57:02 PM Temp: 71.6 F / 22.0 C    Humidity: 33.0% 
03/15/2021 02:58:02 PM Temp: 71.6 F / 22.0 C    Humidity: 33.0% 
03/15/2021 02:59:02 PM Temp: 71.6 F / 22.0 C    Humidity: 33.0% 
03/15/2021 03:00:02 PM Temp: 71.6 F / 22.0 C    Humidity: 33.0% 
03/15/2021 03:01:02 PM Temp: 71.6 F / 22.0 C    Humidity: 33.0% 
03/15/2021 03:02:02 PM Temp: 71.6 F / 22.0 C    Humidity: 33.0% 
03/15/2021 03:03:02 PM Temp: 71.6 F / 22.0 C    Humidity: 33.0% 
03/15/2021 03:04:02 PM Temp: 71.6 F / 22.0 C    Humidity: 32.9% 
03/15/2021 03:05:02 PM Temp: 71.6 F / 22.0 C    Humidity: 33.0% 
03/15/2021 03:06:02 PM error occured
03/15/2021 03:06:02 PM Checksum did not validate. Try again.
03/15/2021 03:07:01 PM Temp: 71.6 F / 22.0 C    Humidity: 33.0% 
03/15/2021 03:08:01 PM Temp: 71.6 F / 22.0 C    Humidity: 33.0% 
03/15/2021 03:09:01 PM Temp: 71.6 F / 22.0 C    Humidity: 33.0% 
03/15/2021 03:10:01 PM Temp: 71.6 F / 22.0 C    Humidity: 33.0% 
03/15/2021 03:11:01 PM Temp: 71.8 F / 22.1 C    Humidity: 33.0% 
03/15/2021 03:12:01 PM Temp: 71.6 F / 22.0 C    Humidity: 33.0% 
03/15/2021 03:13:01 PM Temp: 71.8 F / 22.1 C    Humidity: 32.9% 
03/15/2021 03:14:01 PM Temp: 71.6 F / 22.0 C    Humidity: 32.9% 
03/15/2021 03:15:01 PM Temp: 71.6 F / 22.0 C    Humidity: 33.0% 
03/15/2021 03:16:01 PM Temp: 71.6 F / 22.0 C    Humidity: 32.9% 
03/15/2021 03:17:01 PM Temp: 71.6 F / 22.0 C    Humidity: 33.0% 
03/15/2021 03:18:01 PM Temp: 71.6 F / 22.0 C    Humidity: 33.0% 
03/15/2021 03:19:01 PM Temp: 71.6 F / 22.0 C    Humidity: 33.0% 
03/15/2021 03:20:01 PM Temp: 71.8 F / 22.1 C    Humidity: 33.0% 
03/15/2021 03:21:01 PM Temp: 71.8 F / 22.1 C    Humidity: 33.0% 
03/15/2021 03:22:01 PM Temp: 71.8 F / 22.1 C    Humidity: 33.0% 
03/15/2021 03:23:01 PM Temp: 71.8 F / 22.1 C    Humidity: 33.0% 
03/15/2021 03:24:02 PM Temp: 71.8 F / 22.1 C    Humidity: 33.0% 
03/15/2021 03:25:02 PM Temp: 71.8 F / 22.1 C    Humidity: 33.0% 
03/15/2021 03:26:02 PM Temp: 71.8 F / 22.1 C    Humidity: 32.9% 
03/15/2021 03:27:02 PM Temp: 71.8 F / 22.1 C    Humidity: 32.9% 
03/15/2021 03:28:02 PM Temp: 71.8 F / 22.1 C    Humidity: 32.9% 
03/15/2021 03:29:02 PM Temp: 71.8 F / 22.1 C    Humidity: 32.9% 
03/15/2021 03:30:02 PM Temp: 71.6 F / 22.0 C    Humidity: 32.9% 
03/15/2021 03:31:02 PM Temp: 71.8 F / 22.1 C    Humidity: 32.9% 
03/15/2021 03:32:02 PM Temp: 71.8 F / 22.1 C    Humidity: 32.9% 
03/15/2021 03:33:02 PM Temp: 71.8 F / 22.1 C    Humidity: 32.9% 
03/15/2021 03:34:02 PM Temp: 71.8 F / 22.1 C    Humidity: 32.9% 
03/15/2021 03:35:02 PM Temp: 71.6 F / 22.0 C    Humidity: 32.8% 
03/15/2021 03:36:02 PM Temp: 71.8 F / 22.1 C    Humidity: 32.9% 
03/15/2021 03:37:02 PM Temp: 71.8 F / 22.1 C    Humidity: 32.8% 
03/15/2021 03:38:02 PM Temp: 71.8 F / 22.1 C    Humidity: 32.8% 
03/15/2021 03:39:01 PM Temp: 71.8 F / 22.1 C    Humidity: 32.7% 
03/15/2021 03:40:01 PM Temp: 71.8 F / 22.1 C    Humidity: 32.7% 
03/15/2021 03:41:01 PM Temp: 71.8 F / 22.1 C    Humidity: 32.7% 
03/15/2021 03:42:01 PM Temp: 71.8 F / 22.1 C    Humidity: 32.8% 
03/15/2021 03:43:01 PM Temp: 71.8 F / 22.1 C    Humidity: 32.8% 
03/15/2021 03:44:01 PM Temp: 71.8 F / 22.1 C    Humidity: 32.9% 
03/15/2021 03:45:01 PM Temp: 71.8 F / 22.1 C    Humidity: 32.8% 
03/15/2021 03:46:01 PM Temp: 71.8 F / 22.1 C    Humidity: 32.7% 
03/15/2021 03:47:01 PM Temp: 71.8 F / 22.1 C    Humidity: 32.8% 
03/15/2021 03:48:01 PM Temp: 71.8 F / 22.1 C    Humidity: 32.9% 
03/15/2021 03:49:01 PM Temp: 71.8 F / 22.1 C    Humidity: 32.9% 
03/15/2021 03:50:01 PM Temp: 71.8 F / 22.1 C    Humidity: 32.8% 
03/15/2021 03:51:01 PM Temp: 71.8 F / 22.1 C    Humidity: 32.8% 
03/15/2021 03:52:01 PM Temp: 71.8 F / 22.1 C    Humidity: 32.8% 
03/15/2021 03:53:01 PM Temp: 71.8 F / 22.1 C    Humidity: 32.8% 
03/15/2021 03:54:01 PM Temp: 71.8 F / 22.1 C    Humidity: 32.8% 
03/15/2021 03:55:01 PM Temp: 71.8 F / 22.1 C    Humidity: 32.8% 
03/15/2021 03:56:01 PM Temp: 71.8 F / 22.1 C    Humidity: 32.9% 
03/15/2021 03:57:02 PM Temp: 71.8 F / 22.1 C    Humidity: 32.9% 
03/15/2021 03:58:02 PM Temp: 71.8 F / 22.1 C    Humidity: 32.9% 
03/15/2021 03:59:02 PM Temp: 71.8 F / 22.1 C    Humidity: 33.0% 
03/15/2021 04:00:02 PM Temp: 71.8 F / 22.1 C    Humidity: 32.9% 
03/15/2021 04:01:02 PM Temp: 71.8 F / 22.1 C    Humidity: 32.9% 
03/15/2021 04:02:02 PM Temp: 71.8 F / 22.1 C    Humidity: 32.8% 
03/15/2021 04:03:02 PM Temp: 71.8 F / 22.1 C    Humidity: 32.8% 
03/15/2021 04:04:02 PM Temp: 71.8 F / 22.1 C    Humidity: 32.8% 
03/15/2021 04:05:02 PM Temp: 71.8 F / 22.1 C    Humidity: 32.8% 
03/15/2021 04:06:02 PM Temp: 71.8 F / 22.1 C    Humidity: 32.8% 
03/15/2021 04:07:02 PM Temp: 71.8 F / 22.1 C    Humidity: 32.9% 
03/15/2021 04:08:02 PM Temp: 71.8 F / 22.1 C    Humidity: 32.8% 
03/15/2021 04:09:02 PM Temp: 71.8 F / 22.1 C    Humidity: 32.8% 
03/15/2021 04:10:02 PM Temp: 71.8 F / 22.1 C    Humidity: 32.9% 
03/15/2021 04:11:02 PM Temp: 71.8 F / 22.1 C    Humidity: 32.8% 
03/15/2021 04:12:01 PM Temp: 71.8 F / 22.1 C    Humidity: 32.8% 
03/15/2021 04:13:01 PM Temp: 71.8 F / 22.1 C    Humidity: 32.8% 
03/15/2021 04:14:01 PM Temp: 71.8 F / 22.1 C    Humidity: 32.7% 
03/15/2021 04:15:01 PM Temp: 72.0 F / 22.2 C    Humidity: 32.8% 
03/15/2021 04:16:01 PM Temp: 72.0 F / 22.2 C    Humidity: 32.8% 
03/15/2021 04:17:01 PM Temp: 72.0 F / 22.2 C    Humidity: 32.8% 
03/15/2021 04:18:01 PM Temp: 72.0 F / 22.2 C    Humidity: 32.7% 
03/15/2021 04:19:01 PM Temp: 72.0 F / 22.2 C    Humidity: 32.7% 
03/15/2021 04:20:01 PM Temp: 72.0 F / 22.2 C    Humidity: 32.7% 
03/15/2021 04:21:01 PM Temp: 71.8 F / 22.1 C    Humidity: 32.7% 
03/15/2021 04:22:01 PM Temp: 72.0 F / 22.2 C    Humidity: 32.7% 
03/15/2021 04:23:01 PM Temp: 71.8 F / 22.1 C    Humidity: 32.6% 
03/15/2021 04:24:01 PM Temp: 72.0 F / 22.2 C    Humidity: 32.6% 
03/15/2021 04:25:01 PM Temp: 71.8 F / 22.1 C    Humidity: 32.7% 
03/15/2021 04:26:01 PM Temp: 71.8 F / 22.1 C    Humidity: 32.7% 
03/15/2021 04:27:01 PM Temp: 72.0 F / 22.2 C    Humidity: 32.8% 
03/15/2021 04:28:01 PM Temp: 71.8 F / 22.1 C    Humidity: 32.8% 
03/15/2021 04:29:01 PM Temp: 71.8 F / 22.1 C    Humidity: 32.9% 
03/15/2021 04:30:02 PM Temp: 71.8 F / 22.1 C    Humidity: 32.9% 
03/15/2021 04:31:02 PM Temp: 71.8 F / 22.1 C    Humidity: 32.9% 
03/15/2021 04:32:02 PM Temp: 71.8 F / 22.1 C    Humidity: 32.9% 
03/15/2021 04:33:02 PM Temp: 71.8 F / 22.1 C    Humidity: 32.8% 
03/15/2021 04:34:02 PM Temp: 71.8 F / 22.1 C    Humidity: 32.8% 
03/15/2021 04:35:02 PM Temp: 71.8 F / 22.1 C    Humidity: 32.9% 
03/15/2021 04:36:02 PM Temp: 71.8 F / 22.1 C    Humidity: 32.8% 
03/15/2021 04:37:02 PM Temp: 72.0 F / 22.2 C    Humidity: 32.9% 
03/15/2021 04:38:02 PM Temp: 72.0 F / 22.2 C    Humidity: 32.9% 
03/15/2021 04:39:02 PM Temp: 71.8 F / 22.1 C    Humidity: 32.9% 
03/15/2021 04:40:02 PM Temp: 72.0 F / 22.2 C    Humidity: 32.9% 
03/15/2021 04:41:02 PM Temp: 71.8 F / 22.1 C    Humidity: 32.8% 
03/15/2021 04:42:02 PM Temp: 72.0 F / 22.2 C    Humidity: 32.9% 
03/15/2021 04:43:02 PM Temp: 72.0 F / 22.2 C    Humidity: 32.9% 
03/15/2021 04:44:02 PM error occured
03/15/2021 04:44:02 PM Checksum did not validate. Try again.
03/15/2021 04:45:01 PM Temp: 72.0 F / 22.2 C    Humidity: 32.9% 
03/15/2021 04:46:01 PM Temp: 72.0 F / 22.2 C    Humidity: 32.9% 
03/15/2021 04:47:01 PM Temp: 72.0 F / 22.2 C    Humidity: 33.0% 
03/15/2021 04:48:01 PM Temp: 72.0 F / 22.2 C    Humidity: 32.9% 
03/15/2021 04:49:01 PM Temp: 71.8 F / 22.1 C    Humidity: 32.9% 
03/15/2021 04:50:01 PM Temp: 72.0 F / 22.2 C    Humidity: 32.9% 
03/15/2021 04:51:01 PM Temp: 72.0 F / 22.2 C    Humidity: 32.9% 
03/15/2021 04:52:01 PM Temp: 72.0 F / 22.2 C    Humidity: 32.9% 
03/15/2021 04:53:01 PM Temp: 72.0 F / 22.2 C    Humidity: 32.9% 
03/15/2021 04:54:01 PM Temp: 72.0 F / 22.2 C    Humidity: 32.8% 
03/15/2021 04:55:01 PM Temp: 72.0 F / 22.2 C    Humidity: 32.9% 
03/15/2021 04:56:01 PM Temp: 71.8 F / 22.1 C    Humidity: 32.9% 
03/15/2021 04:57:01 PM Temp: 71.8 F / 22.1 C    Humidity: 32.9% 
03/15/2021 04:58:01 PM Temp: 71.8 F / 22.1 C    Humidity: 32.9% 
03/15/2021 04:59:01 PM Temp: 71.8 F / 22.1 C    Humidity: 32.9% 
03/15/2021 05:00:01 PM Temp: 71.8 F / 22.1 C    Humidity: 32.9% 
